nombre_compania;contacto_compania;correo_compania;telefono_compania;tipo;nombre;correo;telefono;fecha_registro;direccion;ciudad;codigo_postal;region;producto;categoria_producto;cantidad;precio_unitario
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;P;Tatyana Barnett;rutrum.justo.Praesent@Suspendisse.com;075-155-8648;11/12/2013;7159 Est, Av.;Flint;35546;MI;Salt;Spices & Herbs;4;442.02
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;P;Tatyana Barnett;rutrum.justo.Praesent@Suspendisse.com;075-155-8648;11/12/2013;7159 Est, Av.;Flint;35546;MI;Milk;Dairy;4;205.19
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;P;Tatyana Barnett;rutrum.justo.Praesent@Suspendisse.com;075-155-8648;11/12/2013;7159 Est, Av.;Flint;35546;MI;Bagels;Refrigerated Items;2;221.23
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;P;Herrod Buchanan;ac.mattis.semper@sagittissemperNam.com;013-891-7688;15/12/2016;661-322 Est Rd.;Lewiston;63346;ME;Cinnamon;Spices & Herbs;5;206.26
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;P;Herrod Buchanan;ac.mattis.semper@sagittissemperNam.com;013-891-7688;15/12/2016;661-322 Est Rd.;Lewiston;63346;ME;Lettuce / Greens;Fresh Vegetables;5;486.72
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;P;Herrod Buchanan;ac.mattis.semper@sagittissemperNam.com;013-891-7688;15/12/2016;661-322 Est Rd.;Lewiston;63346;ME;Cottage cheese;Dairy;5;486.1
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;P;Xaviera Black;ornare.libero.at@nuncnullavulputate.ca;068-468-9516;8/02/2016;Ap #893-2758 In Rd.;Naperville;64356;IL;Mixers;Beverages;2;410.05
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;P;Xaviera Black;ornare.libero.at@nuncnullavulputate.ca;068-468-9516;8/02/2016;Ap #893-2758 In Rd.;Naperville;64356;IL;Ketchup / Mustard;Condiments / Sauces;5;200.71
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;P;Xaviera Black;ornare.libero.at@nuncnullavulputate.ca;068-468-9516;8/02/2016;Ap #893-2758 In Rd.;Naperville;64356;IL;Nuts / Seeds;Snacks;5;420.53
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;P;Xaviera Black;ornare.libero.at@nuncnullavulputate.ca;068-468-9516;8/02/2016;Ap #893-2758 In Rd.;Naperville;64356;IL;Bouillon cubes;Various Groceries;2;408.26
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;P;Xaviera Black;ornare.libero.at@nuncnullavulputate.ca;068-468-9516;8/02/2016;Ap #893-2758 In Rd.;Naperville;64356;IL;Parmesan;Cheese;2;223.43
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;P;Xaviera Black;ornare.libero.at@nuncnullavulputate.ca;068-468-9516;8/02/2016;Ap #893-2758 In Rd.;Naperville;64356;IL;Fresh bread;Baked Goods;1;312.03
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;P;Xaviera Black;ornare.libero.at@nuncnullavulputate.ca;068-468-9516;8/02/2016;Ap #893-2758 In Rd.;Naperville;64356;IL;Chicken;Meat;5;323.24
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;P;Xaviera Black;ornare.libero.at@nuncnullavulputate.ca;068-468-9516;8/02/2016;Ap #893-2758 In Rd.;Naperville;64356;IL;Breakfasts;Frozen;3;90.44
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;P;Liberty Allen;malesuada.id@eratnonummyultricies.net;097-292-6948;21/10/2012;P.O. Box 929, 7799 Magna. Rd.;Mesa;86190;Arizona;Oysters;Seafood;5;202.99
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;P;Liberty Allen;malesuada.id@eratnonummyultricies.net;097-292-6948;21/10/2012;P.O. Box 929, 7799 Magna. Rd.;Mesa;86190;Arizona;Pizza Rolls;Frozen;3;264.66
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;P;Liberty Allen;malesuada.id@eratnonummyultricies.net;097-292-6948;21/10/2012;P.O. Box 929, 7799 Magna. Rd.;Mesa;86190;Arizona;Shrimp;Seafood;4;483.14
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;P;Liberty Allen;malesuada.id@eratnonummyultricies.net;097-292-6948;21/10/2012;P.O. Box 929, 7799 Magna. Rd.;Mesa;86190;Arizona;Shortening;Baking;3;231.05
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;P;Liberty Allen;malesuada.id@eratnonummyultricies.net;097-292-6948;21/10/2012;P.O. Box 929, 7799 Magna. Rd.;Mesa;86190;Arizona;Zucchini;Fresh Vegetables;1;345.64
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;P;Liberty Allen;malesuada.id@eratnonummyultricies.net;097-292-6948;21/10/2012;P.O. Box 929, 7799 Magna. Rd.;Mesa;86190;Arizona;Eggs / Fake eggs;Refrigerated Items;2;480.86
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;P;Martena Petersen;egestas@auctorMaurisvel.com;063-942-8669;24/12/2018;P.O. Box 863, 9744 Adipiscing Rd.;Worcester;18402;MA;Butter / Margarine;Dairy;1;444.23
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;P;Martena Petersen;egestas@auctorMaurisvel.com;063-942-8669;24/12/2018;P.O. Box 863, 9744 Adipiscing Rd.;Worcester;18402;MA;Spaghetti night;Themed Meals;3;487.3
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;P;Martena Petersen;egestas@auctorMaurisvel.com;063-942-8669;24/12/2018;P.O. Box 863, 9744 Adipiscing Rd.;Worcester;18402;MA;Beef;Meat;2;289.36
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;P;Martena Petersen;egestas@auctorMaurisvel.com;063-942-8669;24/12/2018;P.O. Box 863, 9744 Adipiscing Rd.;Worcester;18402;MA;Black pepper;Spices & Herbs;3;298.78
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;P;Martena Petersen;egestas@auctorMaurisvel.com;063-942-8669;24/12/2018;P.O. Box 863, 9744 Adipiscing Rd.;Worcester;18402;MA;Burger night;Themed Meals;3;38.28
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;P;Martena Petersen;egestas@auctorMaurisvel.com;063-942-8669;24/12/2018;P.O. Box 863, 9744 Adipiscing Rd.;Worcester;18402;MA;Sandwich slices;Cheese;1;478
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;P;Martena Petersen;egestas@auctorMaurisvel.com;063-942-8669;24/12/2018;P.O. Box 863, 9744 Adipiscing Rd.;Worcester;18402;MA;Cat food / Treats;Pets;2;102.19
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;P;Martena Petersen;egestas@auctorMaurisvel.com;063-942-8669;24/12/2018;P.O. Box 863, 9744 Adipiscing Rd.;Worcester;18402;MA;Beef;Meat;3;289.36
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;C;Amery Carey;posuere.cubilia.Curae@orciDonecnibh.ca;047-566-7068;14/06/2012;4326 A, Road;Las Vegas;97695;Nevada;Sak?;Beverages;5;333.12
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;C;Amery Carey;posuere.cubilia.Curae@orciDonecnibh.ca;047-566-7068;14/06/2012;4326 A, Road;Las Vegas;97695;Nevada;Basil;Spices & Herbs;2;310.34
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;C;Amery Carey;posuere.cubilia.Curae@orciDonecnibh.ca;047-566-7068;14/06/2012;4326 A, Road;Las Vegas;97695;Nevada;Yogurt;Dairy;1;308.47
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;C;Amery Carey;posuere.cubilia.Curae@orciDonecnibh.ca;047-566-7068;14/06/2012;4326 A, Road;Las Vegas;97695;Nevada;Sugar;Baking;5;151.45
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;C;Amery Carey;posuere.cubilia.Curae@orciDonecnibh.ca;047-566-7068;14/06/2012;4326 A, Road;Las Vegas;97695;Nevada;Tilapia;Seafood;5;229.77
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;C;Amery Carey;posuere.cubilia.Curae@orciDonecnibh.ca;047-566-7068;14/06/2012;4326 A, Road;Las Vegas;97695;Nevada;Vodka;Beverages;3;199.13
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;C;Amery Carey;posuere.cubilia.Curae@orciDonecnibh.ca;047-566-7068;14/06/2012;4326 A, Road;Las Vegas;97695;Nevada;Spaghetti night;Themed Meals;4;487.3
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;C;Amery Carey;posuere.cubilia.Curae@orciDonecnibh.ca;047-566-7068;14/06/2012;4326 A, Road;Las Vegas;97695;Nevada;Grapes;Fresh Fruits;1;196.11
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;C;Amery Carey;posuere.cubilia.Curae@orciDonecnibh.ca;047-566-7068;14/06/2012;4326 A, Road;Las Vegas;97695;Nevada;Habanero;Fresh Vegetables;4;499.21
Elit Aliquam Associates;Wylie Goodwin;egestas@mitemporlorem.com;098-833-6612;C;Amery Carey;posuere.cubilia.Curae@orciDonecnibh.ca;047-566-7068;14/06/2012;4326 A, Road;Las Vegas;97695;Nevada;Baking powder / Soda;Baking;4;320.53
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Ulla Pacheco;mollis.nec@aliquet.net;066-987-4632;28/06/2013;Ap #545-3441 Nunc. Rd.;Olympia;50635;WA;Red wine / White wine;Beverages;2;348.87
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Ulla Pacheco;mollis.nec@aliquet.net;066-987-4632;28/06/2013;Ap #545-3441 Nunc. Rd.;Olympia;50635;WA;Take-out deli food;Themed Meals;3;189.82
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Ulla Pacheco;mollis.nec@aliquet.net;066-987-4632;28/06/2013;Ap #545-3441 Nunc. Rd.;Olympia;50635;WA;Berries;Fresh Fruits;3;9.43
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Ulla Pacheco;mollis.nec@aliquet.net;066-987-4632;28/06/2013;Ap #545-3441 Nunc. Rd.;Olympia;50635;WA;Tuna;Seafood;2;121.58
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Ulla Pacheco;mollis.nec@aliquet.net;066-987-4632;28/06/2013;Ap #545-3441 Nunc. Rd.;Olympia;50635;WA;Dog food / Treats;Pets;1;163.93
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Ulla Pacheco;mollis.nec@aliquet.net;066-987-4632;28/06/2013;Ap #545-3441 Nunc. Rd.;Olympia;50635;WA;Salt;Spices & Herbs;5;442.02
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Wyoming Terrell;Sed@facilisis.org;085-048-8790;26/06/2018;P.O. Box 874, 8180 Tellus St.;Aurora;81516;Colorado;Black pepper;Spices & Herbs;3;298.78
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Wyoming Terrell;Sed@facilisis.org;085-048-8790;26/06/2018;P.O. Box 874, 8180 Tellus St.;Aurora;81516;Colorado;Crackers;Snacks;4;40.29
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Wyoming Terrell;Sed@facilisis.org;085-048-8790;26/06/2018;P.O. Box 874, 8180 Tellus St.;Aurora;81516;Colorado;Fruit;Canned Foods;2;232.05
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Wyoming Terrell;Sed@facilisis.org;085-048-8790;26/06/2018;P.O. Box 874, 8180 Tellus St.;Aurora;81516;Colorado;BBQ sauce;Condiments / Sauces;2;264.94
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Wyoming Terrell;Sed@facilisis.org;085-048-8790;26/06/2018;P.O. Box 874, 8180 Tellus St.;Aurora;81516;Colorado;Relish;Condiments / Sauces;1;445.58
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Wyoming Terrell;Sed@facilisis.org;085-048-8790;26/06/2018;P.O. Box 874, 8180 Tellus St.;Aurora;81516;Colorado;Jam / Jelly / Preserves;Condiments / Sauces;1;451
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Wyoming Terrell;Sed@facilisis.org;085-048-8790;26/06/2018;P.O. Box 874, 8180 Tellus St.;Aurora;81516;Colorado;Diapers;Baby Stuff;4;220.44
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Wyoming Terrell;Sed@facilisis.org;085-048-8790;26/06/2018;P.O. Box 874, 8180 Tellus St.;Aurora;81516;Colorado;Juice;Beverages;5;296.65
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Wyoming Terrell;Sed@facilisis.org;085-048-8790;26/06/2018;P.O. Box 874, 8180 Tellus St.;Aurora;81516;Colorado;Bagels / Croissants;Baked Goods;3;275.95
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Wyoming Terrell;Sed@facilisis.org;085-048-8790;26/06/2018;P.O. Box 874, 8180 Tellus St.;Aurora;81516;Colorado;Oranges;Fresh Fruits;2;387.88
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Dennis Lott;et.netus.et@justo.net;075-393-2007;15/10/2017;7895 Non Avenue;Fort Wayne;67631;IN;Spaghetti night;Themed Meals;5;487.3
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Dennis Lott;et.netus.et@justo.net;075-393-2007;15/10/2017;7895 Non Avenue;Fort Wayne;67631;IN;Coffee / Filters;Various Groceries;5;65.01
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Dennis Lott;et.netus.et@justo.net;075-393-2007;15/10/2017;7895 Non Avenue;Fort Wayne;67631;IN;Bacon / Sausage;Meat;2;167.45
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Dennis Lott;et.netus.et@justo.net;075-393-2007;15/10/2017;7895 Non Avenue;Fort Wayne;67631;IN;Peaches;Fresh Fruits;2;283.15
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Wayne Simmons;adipiscing.Mauris@Aliquamtinciduntnunc.net;072-145-3002;29/11/2015;P.O. Box 127, 9754 Ornare, Street;Vancouver;86739;WA;Juice;Beverages;1;296.65
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Wayne Simmons;adipiscing.Mauris@Aliquamtinciduntnunc.net;072-145-3002;29/11/2015;P.O. Box 127, 9754 Ornare, Street;Vancouver;86739;WA;Avocados;Fresh Fruits;5;369.58
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Wayne Simmons;adipiscing.Mauris@Aliquamtinciduntnunc.net;072-145-3002;29/11/2015;P.O. Box 127, 9754 Ornare, Street;Vancouver;86739;WA;Bleu cheese;Cheese;4;315.54
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Wayne Simmons;adipiscing.Mauris@Aliquamtinciduntnunc.net;072-145-3002;29/11/2015;P.O. Box 127, 9754 Ornare, Street;Vancouver;86739;WA;Soda pop;Beverages;2;408.11
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Wayne Simmons;adipiscing.Mauris@Aliquamtinciduntnunc.net;072-145-3002;29/11/2015;P.O. Box 127, 9754 Ornare, Street;Vancouver;86739;WA;Tinned meats;Canned Foods;2;355.34
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Wayne Simmons;adipiscing.Mauris@Aliquamtinciduntnunc.net;072-145-3002;29/11/2015;P.O. Box 127, 9754 Ornare, Street;Vancouver;86739;WA;Flour;Baking;1;213.29
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Wayne Simmons;adipiscing.Mauris@Aliquamtinciduntnunc.net;072-145-3002;29/11/2015;P.O. Box 127, 9754 Ornare, Street;Vancouver;86739;WA;Taco night;Themed Meals;2;129.28
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Wayne Simmons;adipiscing.Mauris@Aliquamtinciduntnunc.net;072-145-3002;29/11/2015;P.O. Box 127, 9754 Ornare, Street;Vancouver;86739;WA;Spinach;Fresh Vegetables;4;285.49
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Wayne Simmons;adipiscing.Mauris@Aliquamtinciduntnunc.net;072-145-3002;29/11/2015;P.O. Box 127, 9754 Ornare, Street;Vancouver;86739;WA;Soy sauce;Condiments / Sauces;5;409.4
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Kyle Gould;posuere.vulputate@dis.org;085-751-4243;26/08/2019;6968 Ipsum Av.;Saint Paul;43755;MN;Carrots;Fresh Vegetables;4;344.38
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Bianca Coffey;magna.Suspendisse.tristique@Nam.org;053-296-3276;23/04/2014;P.O. Box 831, 9684 Dictum Av.;Canyon;86692;AZ;Formula;Baby Stuff;4;235.54
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Bianca Coffey;magna.Suspendisse.tristique@Nam.org;053-296-3276;23/04/2014;P.O. Box 831, 9684 Dictum Av.;Canyon;86692;AZ;Potatoes;Fresh Vegetables;5;292.44
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Bianca Coffey;magna.Suspendisse.tristique@Nam.org;053-296-3276;23/04/2014;P.O. Box 831, 9684 Dictum Av.;Canyon;86692;AZ;Broccoli;Fresh Vegetables;5;13.65
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Bianca Coffey;magna.Suspendisse.tristique@Nam.org;053-296-3276;23/04/2014;P.O. Box 831, 9684 Dictum Av.;Canyon;86692;AZ;Tilapia;Seafood;1;229.77
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Bianca Coffey;magna.Suspendisse.tristique@Nam.org;053-296-3276;23/04/2014;P.O. Box 831, 9684 Dictum Av.;Canyon;86692;AZ;Sandwich slices;Cheese;4;478
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Bianca Coffey;magna.Suspendisse.tristique@Nam.org;053-296-3276;23/04/2014;P.O. Box 831, 9684 Dictum Av.;Canyon;86692;AZ;Popsicles;Frozen;3;129.18
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Bianca Coffey;magna.Suspendisse.tristique@Nam.org;053-296-3276;23/04/2014;P.O. Box 831, 9684 Dictum Av.;Canyon;86692;AZ;Peanut butter;Various Groceries;2;27.14
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Bianca Coffey;magna.Suspendisse.tristique@Nam.org;053-296-3276;23/04/2014;P.O. Box 831, 9684 Dictum Av.;Canyon;86692;AZ;Yogurt;Dairy;3;308.47
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Dennis Lott;et.netus.et@justo.net;075-393-2007;15/10/2017;7895 Non Avenue;Fort Wayne;67631;IN;Mozzarella;Cheese;4;380.88
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Dennis Lott;et.netus.et@justo.net;075-393-2007;15/10/2017;7895 Non Avenue;Fort Wayne;67631;IN;Club soda / Tonic;Beverages;4;134.04
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Dennis Lott;et.netus.et@justo.net;075-393-2007;15/10/2017;7895 Non Avenue;Fort Wayne;67631;IN;Avocados;Fresh Fruits;5;369.58
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Dennis Lott;et.netus.et@justo.net;075-393-2007;15/10/2017;7895 Non Avenue;Fort Wayne;67631;IN;Tomatoes;Canned Foods;2;245.42
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Dennis Lott;et.netus.et@justo.net;075-393-2007;15/10/2017;7895 Non Avenue;Fort Wayne;67631;IN;Baby food;Baby Stuff;5;215.26
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Dennis Lott;et.netus.et@justo.net;075-393-2007;15/10/2017;7895 Non Avenue;Fort Wayne;67631;IN;Peanut butter;Various Groceries;5;27.14
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Dennis Lott;et.netus.et@justo.net;075-393-2007;15/10/2017;7895 Non Avenue;Fort Wayne;67631;IN;Cherries;Fresh Fruits;4;93.62
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Dennis Lott;et.netus.et@justo.net;075-393-2007;15/10/2017;7895 Non Avenue;Fort Wayne;67631;IN;Crackers;Snacks;4;40.29
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Vernon Snow;Nullam.suscipit.est@nuncid.com;018-581-8948;4/04/2016;4326 A, Road;Las Vegas;97695;Nevada;Cheddar;Cheese;4;207.91
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Vernon Snow;Nullam.suscipit.est@nuncid.com;018-581-8948;4/04/2016;4326 A, Road;Las Vegas;97695;Nevada;Formula;Baby Stuff;4;235.54
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Vernon Snow;Nullam.suscipit.est@nuncid.com;018-581-8948;4/04/2016;4326 A, Road;Las Vegas;97695;Nevada;Chicken;Meat;2;323.24
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Vernon Snow;Nullam.suscipit.est@nuncid.com;018-581-8948;4/04/2016;4326 A, Road;Las Vegas;97695;Nevada;Cucumbers;Fresh Vegetables;4;239.69
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Vernon Snow;Nullam.suscipit.est@nuncid.com;018-581-8948;4/04/2016;4326 A, Road;Las Vegas;97695;Nevada;Bouillon cubes;Various Groceries;5;408.26
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Vernon Snow;Nullam.suscipit.est@nuncid.com;018-581-8948;4/04/2016;4326 A, Road;Las Vegas;97695;Nevada;Take-out deli food;Themed Meals;1;189.82
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Vernon Snow;Nullam.suscipit.est@nuncid.com;018-581-8948;4/04/2016;4326 A, Road;Las Vegas;97695;Nevada;Pasta sauce;Condiments / Sauces;4;59.06
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Geoffrey Battle;magna@acfeugiatnon.org;058-102-3987;2/12/2018;P.O. Box 863, 9744 Adipiscing Rd.;Worcester;18402;MA;Paprika;Spices & Herbs;3;59.36
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;P;Geoffrey Battle;magna@acfeugiatnon.org;058-102-3987;2/12/2018;P.O. Box 863, 9744 Adipiscing Rd.;Worcester;18402;MA;Honey;Condiments / Sauces;1;38.29
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;C;Rana Cortez;orci@laoreetliberoet.org;014-210-5487;26/06/2017;Ap #474-4704 Ligula Avenue;Frankfort;39323;Kentucky;Sak?;Beverages;2;333.12
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;C;Rana Cortez;orci@laoreetliberoet.org;014-210-5487;26/06/2017;Ap #474-4704 Ligula Avenue;Frankfort;39323;Kentucky;Dog food / Treats;Pets;2;163.93
Fusce Mollis Duis Incorporated;Rina Santos;amet.consectetuer.adipiscing@adipiscingligulaAenean.org;016-328-9889;C;Rana Cortez;orci@laoreetliberoet.org;014-210-5487;26/06/2017;Ap #474-4704 Ligula Avenue;Frankfort;39323;Kentucky;Jam / Jelly / Preserves;Condiments / Sauces;1;451
